GenericDrugName	SideeffectTerm	Source
tobramycin	abdominal pain	OFFSIDES
tobramycin	septic shock	OFFSIDES
tobramycin	intestinal obstruction	OFFSIDES
tobramycin	blepharitis	OFFSIDES
tobramycin	enterocolitis	OFFSIDES
tobramycin	micturition urgency	OFFSIDES
tobramycin	libido increased	OFFSIDES
tobramycin	blood urea increased	OFFSIDES
tobramycin	arteriosclerosis	OFFSIDES
tobramycin	musculoskeletal discomfort	OFFSIDES
tobramycin	bacterial infection	OFFSIDES
tobramycin	electrocardiogram qt prolonged	OFFSIDES
tobramycin	blood albumin decreased	OFFSIDES
tobramycin	exophthalmos	OFFSIDES
tobramycin	vulvovaginal candidiasis	OFFSIDES
tobramycin	ischaemia	OFFSIDES
tenofovir disoproxil	opportunistic infection	SIDER
tenofovir disoproxil	connective tissue disorder	SIDER
tenofovir disoproxil	malnutrition	SIDER
tenofovir disoproxil	polyuria	SIDER
tenofovir disoproxil	hepatobiliary disease	SIDER
tenofovir disoproxil	immune system disorder	SIDER
tenofovir disoproxil	dyspnoea	SIDER
tenofovir disoproxil	hypersensitivity	SIDER
tenofovir disoproxil	renal impairment	SIDER
tenofovir disoproxil	mediastinal disorder	SIDER
tenofovir disoproxil	hepatomegaly	SIDER
tenofovir disoproxil	protein urine present	SIDER
tenofovir disoproxil	urinary tract disorder	SIDER
tenofovir disoproxil	blood triglycerides increased	SIDER
tenofovir disoproxil	amylase increased	SIDER
tenofovir disoproxil	gastrointestinal disorder	SIDER
tenofovir disoproxil	thrombocytopenia	SIDER
tenofovir disoproxil	breast enlargement	SIDER
tenofovir disoproxil	urine output increased	SIDER
tenofovir disoproxil	nervous system disorder	SIDER
tenofovir disoproxil	lipodystrophy acquired	SIDER
tenofovir disoproxil	hypertriglyceridaemia	SIDER
tenofovir disoproxil	urethral disorder	SIDER
tenofovir disoproxil	hypercholesterolaemia	SIDER
tenofovir disoproxil	inflammation	SIDER
tenofovir disoproxil	osteonecrosis	SIDER
tenofovir disoproxil	proteinuria	SIDER
gefitinib	proctitis	OFFSIDES
gefitinib	blood lactate dehydrogenase increased	OFFSIDES
gefitinib	atrioventricular block complete	OFFSIDES
gefitinib	hypomagnesaemia	OFFSIDES
gefitinib	tongue disorder	OFFSIDES
gefitinib	nodule	OFFSIDES
gefitinib	depressed level of consciousness	OFFSIDES
gefitinib	disseminated intravascular coagulation	OFFSIDES
gefitinib	haematemesis	OFFSIDES
gefitinib	lung infection	OFFSIDES
gefitinib	blood creatinine increased	OFFSIDES
gefitinib	glossitis	OFFSIDES
gefitinib	blood potassium increased	OFFSIDES
gefitinib	cardiac failure	OFFSIDES
gefitinib	folliculitis	OFFSIDES
gefitinib	renal impairment	OFFSIDES
gefitinib	cough	OFFSIDES
gefitinib	pleural effusion	OFFSIDES
gefitinib	impetigo	OFFSIDES
gefitinib	hepatic function abnormal	OFFSIDES
gefitinib	rales	OFFSIDES
gefitinib	blood alkaline phosphatase increased	OFFSIDES
gefitinib	nasal discomfort	OFFSIDES
gefitinib	lung infiltration	OFFSIDES
gefitinib	increased bronchial secretion	OFFSIDES
gefitinib	lymphocytosis	OFFSIDES
gefitinib	atelectasis	OFFSIDES
gefitinib	pneumothorax	OFFSIDES
gefitinib	mucosal inflammation	OFFSIDES
gefitinib	myelitis	OFFSIDES
gefitinib	hair colour changes	OFFSIDES
gefitinib	mucous membrane disorder	OFFSIDES
gefitinib	gamma-glutamyltransferase increased	OFFSIDES
gefitinib	therapeutic response unexpected	OFFSIDES
gefitinib	infection	OFFSIDES
gefitinib	pericardial effusion	OFFSIDES
gefitinib	eye pruritus	OFFSIDES
gefitinib	staphylococcal infection	OFFSIDES
gefitinib	respiratory failure	OFFSIDES
gefitinib	intestinal obstruction	OFFSIDES
gefitinib	enterocolitis	OFFSIDES
gefitinib	blood urea increased	OFFSIDES
gefitinib	productive cough	OFFSIDES
gefitinib	hair texture abnormal	OFFSIDES
gefitinib	acute respiratory distress syndrome	OFFSIDES
gefitinib	cervix disorder	OFFSIDES
pergolide	blood bilirubin increased	OFFSIDES
pergolide	blood lactate dehydrogenase increased	OFFSIDES
pergolide	atrioventricular block complete	OFFSIDES
pergolide	hyperkeratosis	OFFSIDES
pergolide	disseminated intravascular coagulation	OFFSIDES
pergolide	blood creatine phosphokinase increased	OFFSIDES
pergolide	cardiomyopathy	OFFSIDES
pergolide	cardiac failure	OFFSIDES
pergolide	status epilepticus	OFFSIDES
pergolide	viral upper respiratory tract infection	OFFSIDES
pergolide	alanine aminotransferase increased	OFFSIDES
pergolide	hepatic function abnormal	OFFSIDES
pergolide	nocturia	OFFSIDES
pergolide	phlebitis	OFFSIDES
pergolide	blood alkaline phosphatase increased	OFFSIDES
pergolide	musculoskeletal pain	OFFSIDES
pergolide	speech disorder	OFFSIDES
pergolide	depressed mood	OFFSIDES
pergolide	hepatic necrosis	OFFSIDES
pergolide	gamma-glutamyltransferase increased	OFFSIDES
pergolide	neuroleptic malignant syndrome	OFFSIDES
pergolide	respiratory disorder	OFFSIDES
pergolide	fatigue	OFFSIDES
pergolide	monocytosis	OFFSIDES
pergolide	arrhythmia supraventricular	OFFSIDES
pergolide	pericardial effusion	OFFSIDES
pergolide	pleurisy	OFFSIDES
pergolide	lymphocyte count decreased	OFFSIDES
pergolide	cardiac murmur	OFFSIDES
pergolide	road traffic accident	OFFSIDES
pergolide	cerebellar syndrome	OFFSIDES
miconazole	blood bilirubin increased	OFFSIDES
miconazole	candida infection	OFFSIDES
miconazole	vulvovaginal mycotic infection	OFFSIDES
miconazole	chromaturia	OFFSIDES
miconazole	hypoxia	OFFSIDES
miconazole	completed suicide	OFFSIDES
miconazole	dry eye	OFFSIDES
miconazole	endophthalmitis	OFFSIDES
miconazole	conversion disorder	OFFSIDES
miconazole	encephalopathy	OFFSIDES
miconazole	clostridium difficile colitis	OFFSIDES
miconazole	dyspareunia	OFFSIDES
miconazole	stevens-johnson syndrome	OFFSIDES
miconazole	international normalised ratio increased	OFFSIDES
miconazole	brain oedema	OFFSIDES
miconazole	hypotonia	OFFSIDES
miconazole	polyuria	OFFSIDES
miconazole	cyanosis	OFFSIDES
miconazole	odynophagia	OFFSIDES
miconazole	skin discolouration	OFFSIDES
miconazole	phlebitis	OFFSIDES
miconazole	neuralgia	OFFSIDES
miconazole	priapism	OFFSIDES
miconazole	haemorrhage intracranial	OFFSIDES
miconazole	penis disorder	OFFSIDES
miconazole	atrial flutter	OFFSIDES
miconazole	vulvovaginal pruritus	OFFSIDES
miconazole	blood urine present	OFFSIDES
miconazole	pigmentation disorder	OFFSIDES
miconazole	respiration abnormal	OFFSIDES
miconazole	vulvovaginal dryness	OFFSIDES
miconazole	drug hypersensitivity	OFFSIDES
miconazole	dermatitis exfoliative	OFFSIDES
miconazole	intestinal perforation	OFFSIDES
miconazole	faecaloma	OFFSIDES
miconazole	haematoma	OFFSIDES
miconazole	punctate keratitis	OFFSIDES
miconazole	cholecystitis	OFFSIDES
miconazole	drug ineffective	OFFSIDES
miconazole	dysuria	OFFSIDES
miconazole	derealisation	OFFSIDES
miconazole	erectile dysfunction	OFFSIDES
miconazole	pulmonary hypertension	OFFSIDES
mianserin	blood lactate dehydrogenase increased	OFFSIDES
mianserin	periodontitis	OFFSIDES
mianserin	miosis	OFFSIDES
mianserin	torsade de pointes	OFFSIDES
mianserin	disseminated intravascular coagulation	OFFSIDES
mianserin	osteoarthritis	OFFSIDES
mianserin	anuria	OFFSIDES
mianserin	coordination abnormal	OFFSIDES
mianserin	disturbance in attention	OFFSIDES
mianserin	encephalopathy	OFFSIDES
mianserin	blood creatine phosphokinase increased	OFFSIDES
mianserin	rhabdomyolysis	OFFSIDES
mianserin	international normalised ratio increased	OFFSIDES
mianserin	pollakiuria	OFFSIDES
mianserin	lymphoma	OFFSIDES
mianserin	hepatocellular injury	OFFSIDES
mianserin	blood potassium increased	OFFSIDES
mianserin	acidosis	OFFSIDES
mianserin	affective disorder	OFFSIDES
mianserin	anger	OFFSIDES
mianserin	alanine aminotransferase increased	OFFSIDES
mianserin	lichenoid keratosis	OFFSIDES
mianserin	feeling drunk	OFFSIDES
mianserin	coma	OFFSIDES
mianserin	dermatitis bullous	OFFSIDES
mianserin	phlebitis	OFFSIDES
mianserin	metabolic acidosis	OFFSIDES
mianserin	blood alkaline phosphatase increased	OFFSIDES
mianserin	apathy	OFFSIDES
mianserin	hyperhidrosis	OFFSIDES
mianserin	blood triglycerides increased	OFFSIDES
mianserin	cataract	OFFSIDES
mianserin	pyelonephritis	OFFSIDES
mianserin	gastric ulcer	OFFSIDES
mianserin	oliguria	OFFSIDES
mianserin	sensation of foreign body	OFFSIDES
mianserin	body temperature increased	OFFSIDES
mianserin	speech disorder	OFFSIDES
mianserin	hypoaesthesia	OFFSIDES
mianserin	depressed mood	OFFSIDES
mianserin	hyperventilation	OFFSIDES
mianserin	altered state of consciousness	OFFSIDES
mianserin	urine output increased	OFFSIDES
mianserin	respiration abnormal	OFFSIDES
mianserin	hyperreflexia	OFFSIDES
mianserin	rash generalised	OFFSIDES
mianserin	gamma-glutamyltransferase increased	OFFSIDES
mianserin	cognitive disorder	OFFSIDES
mianserin	arrhythmia supraventricular	OFFSIDES
mianserin	haematoma	OFFSIDES
mianserin	lymphocyte count decreased	OFFSIDES
mianserin	abnormal behaviour	OFFSIDES
mianserin	anaemia	OFFSIDES
mianserin	skin hypertrophy	OFFSIDES
mianserin	pallor	OFFSIDES
mianserin	abdominal pain	OFFSIDES
mianserin	extrapyramidal disorder	OFFSIDES
mianserin	dysuria	OFFSIDES
mianserin	delusion	OFFSIDES
mianserin	derealisation	OFFSIDES
mianserin	electrocardiogram qt prolonged	OFFSIDES
mianserin	blood albumin decreased	OFFSIDES
mianserin	panic attack	OFFSIDES
mianserin	cervix disorder	OFFSIDES
vigabatrin	depressed level of consciousness	SIDER
vigabatrin	dyskinesia	SIDER
vigabatrin	stevens-johnson syndrome	SIDER
vigabatrin	endocrine disorder	SIDER
vigabatrin	flat affect	SIDER
vigabatrin	erythema multiforme	SIDER
vigabatrin	gastrointestinal haemorrhage	SIDER
vigabatrin	hepatobiliary disease	SIDER
vigabatrin	electroencephalogram abnormal	SIDER
vigabatrin	hypersensitivity	SIDER
vigabatrin	blood glucose decreased	OFFSIDES
vigabatrin	ear disorder	SIDER
vigabatrin	gastroenteritis	OFFSIDES
vigabatrin	arthropathy	OFFSIDES
vigabatrin	coma	OFFSIDES
vigabatrin	blepharospasm	OFFSIDES
vigabatrin	delirium	SIDER
vigabatrin	cold sweat	OFFSIDES
vigabatrin	apathy	SIDER
vigabatrin	hernia	OFFSIDES
vigabatrin	pulmonary embolism	SIDER
vigabatrin	stupor	SIDER
vigabatrin	oesophagitis	SIDER
vigabatrin	mental disorder	SIDER
vigabatrin	bradycardia	OFFSIDES
vigabatrin	cholestasis	SIDER
vigabatrin	penis disorder	OFFSIDES
vigabatrin	oliguria	OFFSIDES
vigabatrin	gastrointestinal disorder	SIDER
vigabatrin	crying	OFFSIDES
vigabatrin	deafness	SIDER
vigabatrin	myoclonus	SIDER
vigabatrin	toxic epidermal necrolysis	SIDER
vigabatrin	nervous system disorder	SIDER
vigabatrin	face oedema	SIDER
vigabatrin	hypertonia	SIDER
vigabatrin	faecaloma	OFFSIDES
vigabatrin	haematoma	OFFSIDES
vigabatrin	pallor	SIDER
vigabatrin	laryngeal oedema	SIDER
vigabatrin	rash maculo-papular	SIDER
vigabatrin	cholecystitis	OFFSIDES
vigabatrin	respiratory failure	SIDER
vigabatrin	drug ineffective	OFFSIDES
vigabatrin	stridor	SIDER
vigabatrin	pruritus	SIDER
mupirocin	transient ischaemic attack	OFFSIDES
mupirocin	proctitis	OFFSIDES
mupirocin	blood lactate dehydrogenase increased	OFFSIDES
mupirocin	wound secretion	OFFSIDES
mupirocin	atrioventricular block complete	OFFSIDES
mupirocin	asthenia	OFFSIDES
mupirocin	sinus headache	OFFSIDES
mupirocin	haemorrhoids	OFFSIDES
mupirocin	hypomagnesaemia	OFFSIDES
mupirocin	ascites	OFFSIDES
mupirocin	tenosynovitis	OFFSIDES
mupirocin	tongue disorder	OFFSIDES
mupirocin	anorectal disorder	OFFSIDES
mupirocin	arthritis	OFFSIDES
mupirocin	hyperkeratosis	OFFSIDES
mupirocin	nodule	OFFSIDES
mupirocin	dry skin	OFFSIDES
mupirocin	hypoxia	OFFSIDES
mupirocin	nasal congestion	OFFSIDES
mupirocin	burning sensation	OFFSIDES
mupirocin	nephrolithiasis	OFFSIDES
mupirocin	pain of skin	OFFSIDES
mupirocin	osteoarthritis	OFFSIDES
mupirocin	cheilitis	OFFSIDES
mupirocin	colitis	OFFSIDES
mupirocin	anxiety	OFFSIDES
mupirocin	bronchitis	OFFSIDES
mupirocin	hyperaesthesia	OFFSIDES
mupirocin	application site irritation	OFFSIDES
mupirocin	disturbance in attention	OFFSIDES
mupirocin	ulcer	OFFSIDES
mupirocin	haematemesis	OFFSIDES
mupirocin	hostility	OFFSIDES
mupirocin	chest pain	OFFSIDES
mupirocin	actinic keratosis	OFFSIDES
mupirocin	encephalopathy	OFFSIDES
mupirocin	furuncle	OFFSIDES
mupirocin	balance disorder	OFFSIDES
mupirocin	herpes zoster	OFFSIDES
mupirocin	abscess	OFFSIDES
mupirocin	sinusitis	OFFSIDES
mupirocin	crohn's disease	OFFSIDES
mupirocin	dyspareunia	OFFSIDES
mupirocin	pollakiuria	OFFSIDES
mupirocin	brain oedema	OFFSIDES
mupirocin	incontinence	OFFSIDES
mupirocin	hepatocellular injury	OFFSIDES
mupirocin	blood potassium increased	OFFSIDES
mupirocin	musculoskeletal stiffness	OFFSIDES
mupirocin	cardiomyopathy	OFFSIDES
mupirocin	cardiac failure	OFFSIDES
mupirocin	abnormal dreams	OFFSIDES
mupirocin	peripheral ischaemia	OFFSIDES
mupirocin	cyanosis	OFFSIDES
mupirocin	seborrhoeic keratosis	OFFSIDES
mupirocin	acidosis	OFFSIDES
mupirocin	duodenitis	OFFSIDES
mupirocin	cyst	OFFSIDES
mupirocin	affective disorder	OFFSIDES
mupirocin	local swelling	OFFSIDES
mupirocin	multiple fractures	OFFSIDES
mupirocin	folliculitis	OFFSIDES
mupirocin	tendinous contracture	OFFSIDES
mupirocin	renal tubular necrosis	OFFSIDES
mupirocin	blood glucose decreased	OFFSIDES
mupirocin	gastroenteritis	OFFSIDES
mupirocin	skin discolouration	OFFSIDES
mupirocin	abdominal distension	OFFSIDES
mupirocin	gangrene	OFFSIDES
mupirocin	viral upper respiratory tract infection	OFFSIDES
mupirocin	bursitis	OFFSIDES
mupirocin	lichenoid keratosis	OFFSIDES
mupirocin	pleural effusion	OFFSIDES
mupirocin	gout	OFFSIDES
mupirocin	lethargy	OFFSIDES
mupirocin	aplasia pure red cell	OFFSIDES
mupirocin	impetigo	OFFSIDES
mupirocin	arthropathy	OFFSIDES
mupirocin	application site burn	OFFSIDES
mupirocin	transaminases increased	OFFSIDES
mupirocin	sleep disorder	OFFSIDES
mupirocin	pericarditis	OFFSIDES
mupirocin	muscle tightness	OFFSIDES
mupirocin	laceration	OFFSIDES
mupirocin	impaired healing	OFFSIDES
mupirocin	nocturia	OFFSIDES
mupirocin	dehydration	OFFSIDES
mupirocin	cold sweat	OFFSIDES
mupirocin	application site pain	OFFSIDES
mupirocin	neuralgia	OFFSIDES
mupirocin	snoring	OFFSIDES
mupirocin	vestibular disorder	OFFSIDES
mupirocin	hepatitis	OFFSIDES
mupirocin	metabolic acidosis	OFFSIDES
mupirocin	atrioventricular block first degree	OFFSIDES
mupirocin	blood alkaline phosphatase increased	OFFSIDES
mupirocin	musculoskeletal pain	OFFSIDES
mupirocin	apathy	OFFSIDES
mupirocin	urinary tract disorder	OFFSIDES
mupirocin	ill-defined disorder	OFFSIDES
mupirocin	osteoporosis	OFFSIDES
mupirocin	nasal discomfort	OFFSIDES
mupirocin	lung infiltration	OFFSIDES
mupirocin	blood triglycerides increased	OFFSIDES
mupirocin	cataract	OFFSIDES
mupirocin	cellulitis	OFFSIDES
mupirocin	ageusia	OFFSIDES
mupirocin	joint stiffness	OFFSIDES
mupirocin	peritonitis	OFFSIDES
mupirocin	bradycardia	OFFSIDES
mupirocin	flank pain	OFFSIDES
mupirocin	hypoalbuminaemia	OFFSIDES
mupirocin	atelectasis	OFFSIDES
mupirocin	abdominal pain upper	OFFSIDES
mupirocin	osteomyelitis	OFFSIDES
mupirocin	pyelonephritis	OFFSIDES
mupirocin	febrile neutropenia	OFFSIDES
mupirocin	cardiac flutter	OFFSIDES
mupirocin	neuropathy peripheral	OFFSIDES
mupirocin	ear infection	OFFSIDES
mupirocin	mucosal inflammation	OFFSIDES
mupirocin	nephropathy toxic	OFFSIDES
mupirocin	gastrointestinal disorder	OFFSIDES
mupirocin	arrhythmia	OFFSIDES
mupirocin	angiopathy	OFFSIDES
mupirocin	paranoia	OFFSIDES
mupirocin	body temperature increased	OFFSIDES
mupirocin	cardiogenic shock	OFFSIDES
mupirocin	dizziness	OFFSIDES
mupirocin	hypoaesthesia	OFFSIDES
mupirocin	optic neuritis	OFFSIDES
mupirocin	amnesia	OFFSIDES
mupirocin	abdominal discomfort	OFFSIDES
mupirocin	thinking abnormal	OFFSIDES
mupirocin	application site erythema	OFFSIDES
mupirocin	eczema	OFFSIDES
mupirocin	depressed mood	OFFSIDES
mupirocin	oropharyngeal pain	OFFSIDES
mupirocin	hepatic failure	OFFSIDES
mupirocin	fluid overload	OFFSIDES
mupirocin	tooth infection	OFFSIDES
mupirocin	glaucoma	OFFSIDES
mupirocin	deafness	OFFSIDES
mupirocin	bruxism	OFFSIDES
mupirocin	night blindness	OFFSIDES
mupirocin	bone disorder	OFFSIDES
mupirocin	dysphonia	OFFSIDES
mupirocin	drug hypersensitivity	OFFSIDES
mupirocin	accommodation disorder	OFFSIDES
mupirocin	therapeutic response unexpected	OFFSIDES
mupirocin	tendon disorder	OFFSIDES
mupirocin	acne	OFFSIDES
mupirocin	antisocial behaviour	OFFSIDES
mupirocin	polyneuropathy	OFFSIDES
mupirocin	infection	OFFSIDES
mupirocin	wound infection	OFFSIDES
mupirocin	azotaemia	OFFSIDES
mupirocin	fatigue	OFFSIDES
mupirocin	hypoaesthesia oral	OFFSIDES
mupirocin	bone pain	OFFSIDES
mupirocin	haematoma	OFFSIDES
mupirocin	cardiac murmur	OFFSIDES
mupirocin	hypokalaemia	OFFSIDES
mupirocin	malignant melanoma	OFFSIDES
mupirocin	anaemia	OFFSIDES
mupirocin	alopecia	OFFSIDES
mupirocin	emotional disorder	OFFSIDES
mupirocin	skin hypertrophy	OFFSIDES
mupirocin	staphylococcal infection	OFFSIDES
mupirocin	pallor	OFFSIDES
mupirocin	prostatic disorder	OFFSIDES
mupirocin	respiratory failure	OFFSIDES
mupirocin	dyspepsia	OFFSIDES
mupirocin	abdominal pain	OFFSIDES
mupirocin	septic shock	OFFSIDES
mupirocin	eye pain	OFFSIDES
mupirocin	erythema nodosum	OFFSIDES
mupirocin	micturition urgency	OFFSIDES
mupirocin	nasal dryness	OFFSIDES
mupirocin	gingival pain	OFFSIDES
mupirocin	arteriosclerosis	OFFSIDES
mupirocin	derealisation	OFFSIDES
mupirocin	musculoskeletal discomfort	OFFSIDES
mupirocin	bacterial infection	OFFSIDES
mupirocin	blood albumin decreased	OFFSIDES
mupirocin	haematochezia	OFFSIDES
mupirocin	iron deficiency anaemia	OFFSIDES
mupirocin	gynaecomastia	OFFSIDES
mupirocin	pulmonary hypertension	OFFSIDES
mupirocin	panic attack	OFFSIDES
mupirocin	epistaxis	OFFSIDES
mupirocin	neurosis	OFFSIDES
mupirocin	tracheobronchitis	OFFSIDES
mupirocin	skin lesion	OFFSIDES
mupirocin	proctalgia	OFFSIDES
mupirocin	conjunctivitis allergic	OFFSIDES
lapatinib	blood bilirubin increased	OFFSIDES
lapatinib	chromaturia	OFFSIDES
lapatinib	emphysema	OFFSIDES
lapatinib	pain of skin	OFFSIDES
lapatinib	tracheitis	OFFSIDES
lapatinib	cheilitis	OFFSIDES
lapatinib	erythema	OFFSIDES
lapatinib	flatulence	OFFSIDES
lapatinib	diplopia	OFFSIDES
lapatinib	herpes virus infection	OFFSIDES
lapatinib	status epilepticus	OFFSIDES
lapatinib	intermittent claudication	OFFSIDES
lapatinib	gastrointestinal infection	OFFSIDES
lapatinib	immune system disorder	SIDER
lapatinib	adrenal insufficiency	OFFSIDES
lapatinib	skin disorder	SIDER
lapatinib	ear disorder	OFFSIDES
lapatinib	gastroenteritis	OFFSIDES
lapatinib	skin discolouration	OFFSIDES
lapatinib	pulmonary congestion	OFFSIDES
lapatinib	lethargy	OFFSIDES
lapatinib	transaminases increased	OFFSIDES
lapatinib	pericarditis	OFFSIDES
lapatinib	hepatic function abnormal	OFFSIDES
lapatinib	ototoxicity	OFFSIDES
lapatinib	rhonchi	OFFSIDES
lapatinib	snoring	OFFSIDES
lapatinib	vestibular disorder	OFFSIDES
lapatinib	rales	OFFSIDES
lapatinib	blood alkaline phosphatase increased	OFFSIDES
lapatinib	dysgeusia	OFFSIDES
lapatinib	apathy	OFFSIDES
lapatinib	ill-defined disorder	OFFSIDES
lapatinib	nasal discomfort	OFFSIDES
lapatinib	lung infiltration	OFFSIDES
lapatinib	hypoalbuminaemia	OFFSIDES
lapatinib	abdominal pain upper	OFFSIDES
lapatinib	febrile neutropenia	OFFSIDES
lapatinib	atrial flutter	OFFSIDES
lapatinib	body temperature increased	OFFSIDES
lapatinib	dizziness	OFFSIDES
lapatinib	eczema	OFFSIDES
lapatinib	oropharyngeal pain	OFFSIDES
lapatinib	rash generalised	OFFSIDES
lapatinib	mucous membrane disorder	OFFSIDES
lapatinib	gamma-glutamyltransferase increased	OFFSIDES
lapatinib	therapeutic response unexpected	OFFSIDES
lapatinib	acne	OFFSIDES
lapatinib	infection	OFFSIDES
lapatinib	pericardial effusion	OFFSIDES
lapatinib	hypokalaemia	OFFSIDES
lapatinib	eye pruritus	OFFSIDES
lapatinib	faeces discoloured	OFFSIDES
lapatinib	dysuria	OFFSIDES
lapatinib	pulmonary hypertension	OFFSIDES
lapatinib	productive cough	OFFSIDES
lapatinib	tongue discolouration	OFFSIDES
ramelteon	proctitis	OFFSIDES
ramelteon	sinus headache	OFFSIDES
ramelteon	chromaturia	OFFSIDES
ramelteon	breast pain	OFFSIDES
ramelteon	nasal congestion	OFFSIDES
ramelteon	feeling abnormal	OFFSIDES
ramelteon	osteoarthritis	OFFSIDES
ramelteon	lung infection	OFFSIDES
ramelteon	breast tenderness	OFFSIDES
ramelteon	furuncle	OFFSIDES
ramelteon	colitis ischaemic	OFFSIDES
ramelteon	abnormal dreams	OFFSIDES
ramelteon	peripheral ischaemia	OFFSIDES
ramelteon	seborrhoeic keratosis	OFFSIDES
ramelteon	acidosis	OFFSIDES
ramelteon	pulmonary congestion	OFFSIDES
ramelteon	musculoskeletal chest pain	OFFSIDES
ramelteon	bursitis	OFFSIDES
ramelteon	rectal tenesmus	OFFSIDES
ramelteon	lethargy	OFFSIDES
ramelteon	enteritis	OFFSIDES
ramelteon	sensory disturbance	OFFSIDES
ramelteon	atelectasis	OFFSIDES
ramelteon	extrasystoles	OFFSIDES
ramelteon	optic neuritis	OFFSIDES
ramelteon	migraine	OFFSIDES
ramelteon	blood prolactin increased	OFFSIDES
ramelteon	acne	OFFSIDES
ramelteon	lymphocyte count decreased	OFFSIDES
ramelteon	hypokalaemia	OFFSIDES
ramelteon	skin hypertrophy	OFFSIDES
ramelteon	hangover	OFFSIDES
ramelteon	asocial behaviour	OFFSIDES
ramelteon	drug ineffective	OFFSIDES
ramelteon	nightmare	OFFSIDES
ramelteon	nasal dryness	OFFSIDES
ramelteon	derealisation	OFFSIDES
ramelteon	erectile dysfunction	OFFSIDES
ramelteon	gynaecomastia	OFFSIDES
ramelteon	libido disorder	OFFSIDES
ramelteon	proctalgia	OFFSIDES
ramelteon	vulvovaginal candidiasis	OFFSIDES
lamotrigine	mania	OFFSIDES
lamotrigine	wound secretion	OFFSIDES
lamotrigine	polycythaemia	OFFSIDES
lamotrigine	anorectal disorder	OFFSIDES
lamotrigine	disseminated intravascular coagulation	SIDER
lamotrigine	burning sensation	OFFSIDES
lamotrigine	pain of skin	OFFSIDES
